Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row
4705,2018-09-17,Vila Mariana,-23.5895,-46.6346,21644,35,35,16,33,21,43,25,37,NORMAL,13937
4706,2018-02-10,São Joaquim,-23.5618,-46.6389,36346,43,43,40,5,9,6,15,26,REABASTECER,12280
4707,2018-02-13,São Joaquim,-23.5618,-46.6389,33466,9,9,14,41,43,39,5,14,REABASTECER,12283
4709,2018-04-06,Brooklin,-23.6263,-46.6878,27956,40,40,39,31,21,12,28,13,NORMAL,14496
4710,2018-04-09,Brooklin,-23.6263,-46.6878,27908,6,6,14,25,12,43,12,2,REABASTECER,14499
4712,2018-04-25,Brooklin,-23.6263,-46.6878,29798,36,36,27,25,24,5,32,19,REABASTECER,14515
4714,2018-04-05,São Joaquim,-23.5618,-46.6389,33623,34,34,61,31,19,31,6,22,REABASTECER,12335
4715,2018-04-09,São Joaquim,-23.5618,-46.6389,34882,86,86,32,15,43,18,30,4,NORMAL,12339
4717,2018-12-03,Vila Mariana,-23.5895,-46.6346,23444,57,57,14,24,18,28,11,34,NORMAL,14013
4718,2018-05-24,Brooklin,-23.6263,-46.6878,29048,6,6,14,27,31,43,28,36,REABASTECER,14544
4719,2018-04-29,São Joaquim,-23.5618,-46.6389,33238,67,67,34,42,43,32,43,10,NORMAL,12359
4721,2018-05-01,São Joaquim,-23.5618,-46.6389,35848,45,45,22,39,35,26,37,43,NORMAL,12361
4722,2018-06-21,Brooklin,-23.6263,-46.6878,27237,9,9,28,14,12,6,5,12,REABASTECER,14571
4723,2019-01-06,Vila Mariana,-23.5895,-46.6346,23769,86,86,51,37,13,7,7,38,NORMAL,14046
4724,2019-01-14,Vila Mariana,-23.5895,-46.6346,23577,86,86,65,12,28,30,20,7,REABASTECER,14054
4725,2019-01-18,Vila Mariana,-23.5895,-46.6346,22308,53,53,38,40,15,9,7,36,NORMAL,14058
4726,2018-07-09,Brooklin,-23.6263,-46.6878,29004,12,12,34,9,36,36,15,31,NORMAL,14589
4727,2018-06-13,São Joaquim,-23.5618,-46.6389,33381,44,44,5,23,32,27,6,29,REABASTECER,12403
4728,2018-07-17,Brooklin,-23.6263,-46.6878,30016,11,11,43,22,5,22,21,40,REABASTECER,14597
4729,2018-07-22,Brooklin,-23.6263,-46.6878,26841,48,48,1,2,29,8,7,21,NORMAL,14602
4730,2019-02-03,Vila Mariana,-23.5895,-46.6346,21156,5,5,2,41,40,38,33,13,REABASTECER,14073
4731,2019-02-05,Vila Mariana,-23.5895,-46.6346,22150,79,79,55,37,31,34,25,4,REABASTECER,14075
4735,2019-02-21,Vila Mariana,-23.5895,-46.6346,22296,5,5,15,39,4,20,4,30,REABASTECER,14091
4736,2018-08-22,Brooklin,-23.6263,-46.6878,27241,17,17,50,6,28,41,13,26,NORMAL,14632
4737,2019-03-13,Vila Mariana,-23.5895,-46.6346,25060,49,49,59,26,41,32,38,30,NORMAL,14113
4738,2019-03-15,Vila Mariana,-23.5895,-46.6346,25024,26,26,46,21,35,27,32,24,NORMAL,14115
4739,2019-04-07,Vila Mariana,-23.5895,-46.6346,22698,77,77,25,25,34,43,36,26,NORMAL,14137
4742,2018-10-02,Brooklin,-23.6263,-46.6878,28245,55,55,40,14,9,9,23,35,NORMAL,14672
4743,2018-08-29,São Joaquim,-23.5618,-46.6389,35263,74,74,7,8,4,20,23,20,NORMAL,12479
4744,2018-10-19,Brooklin,-23.6263,-46.6878,27354,65,65,51,38,15,39,43,11,NORMAL,14689
4747,2018-09-25,São Joaquim,-23.5618,-46.6389,33082,62,62,34,8,25,43,43,5,REABASTECER,12505
4749,2018-09-29,São Joaquim,-23.5618,-46.6389,33824,22,22,14,39,6,24,27,30,REABASTECER,12509
4750,2019-05-19,Vila Mariana,-23.5895,-46.6346,21952,86,86,35,43,38,43,33,35,NORMAL,14179
4751,2019-05-22,Vila Mariana,-23.5895,-46.6346,24536,54,54,18,35,32,36,25,23,NORMAL,14182
4752,2018-10-14,São Joaquim,-23.5618,-46.6389,35421,40,40,40,10,23,8,8,11,NORMAL,12524
4753,2018-10-25,São Joaquim,-23.5618,-46.6389,36483,11,11,25,12,25,18,43,14,REABASTECER,12535
4755,2018-10-30,São Joaquim,-23.5618,-46.6389,35395,54,54,57,41,43,43,27,37,NORMAL,12540
4758,2018-12-23,Brooklin,-23.6263,-46.6878,26893,63,63,53,28,17,41,37,41,NORMAL,14753
4759,2019-07-04,Vila Mariana,-23.5895,-46.6346,22682,86,86,53,43,24,17,29,43,NORMAL,14224
4760,2019-07-08,Vila Mariana,-23.5895,-46.6346,23505,50,50,28,31,11,2,11,25,REABASTECER,14228
4761,2019-01-01,Brooklin,-23.6263,-46.6878,29489,60,60,57,43,32,11,3,9,NORMAL,14761
4762,2018-11-28,São Joaquim,-23.5618,-46.6389,35147,30,30,65,28,3,14,38,9,NORMAL,12568
4764,2018-12-05,São Joaquim,-23.5618,-46.6389,35523,47,47,20,13,24,31,12,25,NORMAL,12575
4765,2019-07-28,Vila Mariana,-23.5895,-46.6346,23107,37,37,16,27,21,7,27,25,NORMAL,14248
4766,2018-12-13,São Joaquim,-23.5618,-46.6389,34642,51,51,35,43,33,41,22,37,NORMAL,12583
4767,2019-02-07,Brooklin,-23.6263,-46.6878,26168,41,41,65,7,9,19,29,32,NORMAL,14797
4768,2019-01-03,São Joaquim,-23.5618,-46.6389,36157,29,29,34,27,40,17,25,35,NORMAL,12603
4769,2019-02-12,Brooklin,-23.6263,-46.6878,27022,79,79,26,42,26,9,5,13,REABASTECER,14802
4771,2019-01-15,São Joaquim,-23.5618,-46.6389,35489,86,86,21,34,30,32,18,41,NORMAL,12615
4772,2019-03-12,Brooklin,-23.6263,-46.6878,27906,28,28,30,33,43,23,9,24,NORMAL,14832
4774,2019-02-17,São Joaquim,-23.5618,-46.6389,33562,36,36,51,13,28,14,37,6,NORMAL,12647
4775,2019-04-06,Brooklin,-23.6263,-46.6878,29177,70,70,9,23,31,32,43,9,REABASTECER,14856
4776,2019-02-28,São Joaquim,-23.5618,-46.6389,32820,8,8,41,21,25,18,36,6,REABASTECER,12658
4779,2019-11-04,Vila Mariana,-23.5895,-46.6346,22928,21,21,35,41,43,39,6,31,REABASTECER,14344
4780,2019-03-20,São Joaquim,-23.5618,-46.6389,33226,50,50,8,16,21,4,22,9,REABASTECER,12680
4782,2019-05-09,Brooklin,-23.6263,-46.6878,26386,4,4,65,6,30,11,33,7,REABASTECER,14889
4783,2019-04-09,São Joaquim,-23.5618,-46.6389,33730,28,28,65,30,23,38,26,13,NORMAL,12699
4784,2019-12-01,Vila Mariana,-23.5895,-46.6346,23667,15,15,52,40,23,5,18,21,REABASTECER,14371
4785,2019-12-10,Vila Mariana,-23.5895,-46.6346,24463,19,19,60,18,23,14,19,33,NORMAL,14380
4786,2019-06-05,Brooklin,-23.6263,-46.6878,26506,1,1,13,23,39,23,19,28,NORMAL,14915
4788,2019-06-17,Brooklin,-23.6263,-46.6878,29376,64,64,61,26,28,35,19,17,NORMAL,14927
4789,2019-05-12,São Joaquim,-23.5618,-46.6389,34580,68,68,27,27,27,25,30,27,NORMAL,12732
4791,2019-06-28,Brooklin,-23.6263,-46.6878,29203,33,33,56,35,28,2,14,10,REABASTECER,14938
4792,2019-05-25,São Joaquim,-23.5618,-46.6389,34262,33,33,14,23,25,34,10,9,NORMAL,12745
4793,2019-06-05,São Joaquim,-23.5618,-46.6389,32642,17,17,7,32,29,43,14,7,REABASTECER,12755
4794,2019-07-18,Brooklin,-23.6263,-46.6878,28321,8,8,56,23,32,26,20,11,REABASTECER,14958
4795,2018-01-28,Brooklin,-23.6263,-46.6878,29791,86,86,59,31,29,41,12,15,NORMAL,14428
4797,2019-06-17,São Joaquim,-23.5618,-46.6389,34996,78,78,45,34,18,36,11,9,REABASTECER,12767
4798,2019-06-19,São Joaquim,-23.5618,-46.6389,33783,60,60,29,29,12,33,4,43,REABASTECER,12769
4799,2018-02-23,Brooklin,-23.6263,-46.6878,28359,4,4,21,7,20,18,23,4,NORMAL,14453
4800,2019-07-05,São Joaquim,-23.5618,-46.6389,34688,77,77,38,27,32,31,24,33,NORMAL,12785
4801,2019-08-26,Brooklin,-23.6263,-46.6878,28302,66,66,4,35,7,9,36,22,REABASTECER,14996
4806,2019-09-04,São Joaquim,-23.5618,-46.6389,34262,20,20,10,10,12,30,37,11,NORMAL,12844
4807,2018-05-02,Brooklin,-23.6263,-46.6878,26715,61,61,36,4,40,32,43,36,REABASTECER,14522
4808,2018-05-06,Brooklin,-23.6263,-46.6878,28150,25,25,3,32,23,16,23,16,NORMAL,14526
4810,2019-09-19,São Joaquim,-23.5618,-46.6389,33229,58,58,36,4,26,32,16,37,REABASTECER,12859
4812,2019-11-29,Brooklin,-23.6263,-46.6878,29862,25,25,31,12,8,41,5,14,REABASTECER,15089
4813,2018-06-15,Brooklin,-23.6263,-46.6878,28086,66,66,65,36,34,15,30,43,NORMAL,14565
4814,2018-06-18,Brooklin,-23.6263,-46.6878,26070,37,37,43,25,23,11,14,26,NORMAL,14568
4815,2019-10-26,São Joaquim,-23.5618,-46.6389,35401,42,42,15,5,43,6,35,39,NORMAL,12896
4816,2019-10-28,São Joaquim,-23.5618,-46.6389,34747,24,24,65,38,38,40,27,34,NORMAL,12898
4817,2019-11-02,São Joaquim,-23.5618,-46.6389,32932,77,77,35,33,24,32,7,13,NORMAL,12902
4818,2018-07-03,Brooklin,-23.6263,-46.6878,29403,73,73,13,17,13,6,43,7,REABASTECER,14583
4819,2019-12-29,Brooklin,-23.6263,-46.6878,29153,75,75,9,33,17,32,4,24,REABASTECER,15119
4820,2018-01-01,Campo Belo,-23.6188,-46.6823,26324,86,86,65,43,43,43,43,43,NORMAL,15121
4821,2018-01-11,Campo Belo,-23.6188,-46.6823,24937,67,67,65,2,43,19,8,10,NORMAL,15131
4822,2018-07-19,Brooklin,-23.6263,-46.6878,27459,79,79,25,14,40,16,13,31,NORMAL,14599
4823,2019-12-12,São Joaquim,-23.5618,-46.6389,36485,44,44,20,6,7,22,6,21,NORMAL,12942
4824,2018-02-08,Campo Belo,-23.6188,-46.6823,26117,65,65,30,19,36,25,19,28,NORMAL,15158
4825,2018-08-18,Brooklin,-23.6263,-46.6878,27142,55,55,13,14,3,9,30,43,NORMAL,14628
4826,2018-08-21,Brooklin,-23.6263,-46.6878,27755,28,28,59,12,34,43,16,28,NORMAL,14631
4827,2018-02-16,Campo Belo,-23.6188,-46.6823,24963,64,64,42,35,6,5,30,39,NORMAL,15166
4828,2019-12-27,São Joaquim,-23.5618,-46.6389,32692,58,58,40,42,39,23,38,39,NORMAL,12957
4829,2018-08-25,Brooklin,-23.6263,-46.6878,27273,75,75,20,37,13,25,2,13,NORMAL,14635
4831,2018-03-10,Campo Belo,-23.6188,-46.6823,24189,86,86,65,12,33,15,12,39,REABASTECER,15190
4832,2018-10-04,Brooklin,-23.6263,-46.6878,26788,37,37,24,8,43,43,15,28,NORMAL,14674
4833,2018-04-03,Campo Belo,-23.6188,-46.6823,26769,43,43,29,32,31,43,2,28,NORMAL,15213
4835,2018-10-25,Brooklin,-23.6263,-46.6878,29805,6,6,65,15,38,22,14,23,NORMAL,14695
4836,,São Judas,-23.6255,-46.6411,16057,35,35,11,15,19,37,12,43,NORMAL,13019
4837,,São Judas,-23.6255,-46.6411,14066,22,22,5,9,17,36,7,39,REABASTECER,13020
4838,2018-03-03,São Judas,-23.6255,-46.6411,14589,86,86,49,43,6,25,37,27,REABASTECER,13023
4841,2018-03-09,São Judas,-23.6255,-46.6411,14663,22,22,10,31,25,43,13,12,NORMAL,13029
4842,2018-03-13,São Judas,-23.6255,-46.6411,14681,77,77,50,18,9,27,40,32,NORMAL,13033
4843,2018-05-06,Campo Belo,-23.6188,-46.6823,26757,58,58,50,43,30,29,43,28,NORMAL,15246
4844,2018-05-09,Campo Belo,-23.6188,-46.6823,24663,26,26,25,40,20,20,32,14,NORMAL,15249
4846,2018-12-11,Brooklin,-23.6263,-46.6878,26937,10,10,65,18,25,6,11,43,REABASTECER,14741
4847,2018-06-07,Campo Belo,-23.6188,-46.6823,25269,25,25,25,8,34,15,7,27,NORMAL,15277
4848,2018-04-22,São Judas,-23.6255,-46.6411,14471,58,58,34,41,26,1,38,43,REABASTECER,13072
4849,2018-04-28,São Judas,-23.6255,-46.6411,16887,86,86,65,23,5,31,15,19,NORMAL,13078
4850,2018-06-23,Campo Belo,-23.6188,-46.6823,26987,30,30,46,35,10,7,38,10,NORMAL,15293
4851,2018-05-07,São Judas,-23.6255,-46.6411,15490,6,6,65,4,15,43,26,26,REABASTECER,13087
4853,2019-01-22,Brooklin,-23.6263,-46.6878,26094,23,23,41,14,30,32,5,8,REABASTECER,14782
4854,2019-01-23,Brooklin,-23.6263,-46.6878,26199,12,12,35,10,25,27,43,5,REABASTECER,14783
4858,2019-02-13,Brooklin,-23.6263,-46.6878,30032,69,69,22,40,24,5,43,11,REABASTECER,14803
4859,,Brooklin,-23.6263,-46.6878,28405,74,74,50,30,43,30,16,27,NORMAL,14820
4860,2018-08-24,Campo Belo,-23.6188,-46.6823,25636,30,30,18,39,29,22,37,27,NORMAL,15354
4861,2018-07-04,São Judas,-23.6255,-46.6411,16050,55,55,58,26,40,7,37,8,NORMAL,13144
4862,2019-03-10,Brooklin,-23.6263,-46.6878,29800,54,54,41,33,7,33,16,33,NORMAL,14830
4863,2018-07-15,São Judas,-23.6255,-46.6411,14991,40,40,48,39,39,8,37,9,NORMAL,13155
4865,2019-03-19,Brooklin,-23.6263,-46.6878,28421,54,54,46,9,12,43,25,37,NORMAL,14839
4869,2018-09-27,Campo Belo,-23.6188,-46.6823,26732,56,56,65,40,36,8,38,28,NORMAL,15387
4870,2019-04-20,Brooklin,-23.6263,-46.6878,26853,13,13,51,20,23,33,18,43,NORMAL,14870
4872,2018-10-15,Campo Belo,-23.6188,-46.6823,25551,60,60,3,40,10,37,15,30,NORMAL,15405
4873,2018-08-22,São Judas,-23.6255,-46.6411,15969,78,78,45,11,24,27,18,37,NORMAL,13192
4874,2018-08-26,São Judas,-23.6255,-46.6411,17291,32,32,18,43,7,14,38,23,NORMAL,13196
4875,2019-04-28,Brooklin,-23.6263,-46.6878,26288,25,25,14,41,33,7,32,14,NORMAL,14878
4876,2018-08-27,São Judas,-23.6255,-46.6411,16860,25,25,13,39,1,13,33,17,REABASTECER,13197
4879,2018-11-17,Campo Belo,-23.6188,-46.6823,24166,3,3,34,28,40,16,5,33,REABASTECER,15437
4881,2018-09-24,São Judas,-23.6255,-46.6411,15649,33,33,22,43,31,7,26,32,NORMAL,13224
4882,2018-11-20,Campo Belo,-23.6188,-46.6823,24302,68,68,16,20,26,9,32,21,REABASTECER,15440
4883,2018-11-22,Campo Belo,-23.6188,-46.6823,23215,52,52,65,13,16,43,25,15,NORMAL,15442
4884,2018-11-24,Campo Belo,-23.6188,-46.6823,25528,33,33,52,8,5,37,16,8,NORMAL,15444
4885,2018-12-08,Campo Belo,-23.6188,-46.6823,23854,72,72,12,2,30,40,37,33,REABASTECER,15458
4887,2018-10-15,São Judas,-23.6255,-46.6411,14137,86,86,12,43,41,17,23,30,NORMAL,13245
4888,2018-12-19,Campo Belo,-23.6188,-46.6823,24361,56,56,65,18,25,12,40,31,NORMAL,15469
4889,2018-12-20,Campo Belo,-23.6188,-46.6823,24171,46,46,57,17,21,8,37,29,NORMAL,15470
4890,2018-12-28,Campo Belo,-23.6188,-46.6823,23640,64,64,65,33,29,28,6,43,REABASTECER,15478
4891,2018-11-22,São Judas,-23.6255,-46.6411,14670,86,86,23,16,5,43,7,13,REABASTECER,13282
4892,2019-01-20,Campo Belo,-23.6188,-46.6823,25337,32,32,38,11,27,38,8,2,REABASTECER,15500
4893,2019-07-29,Brooklin,-23.6263,-46.6878,26999,74,74,51,28,31,26,19,43,NORMAL,14969
4895,2019-02-01,Campo Belo,-23.6188,-46.6823,26442,9,9,25,15,28,34,8,43,REABASTECER,15511
4896,2018-12-07,São Judas,-23.6255,-46.6411,15460,27,27,41,1,37,43,30,32,REABASTECER,13297
4897,2019-03-06,Campo Belo,-23.6188,-46.6823,24772,16,16,40,41,16,40,5,29,REABASTECER,15546
4898,2019-03-07,Campo Belo,-23.6188,-46.6823,24902,9,9,35,37,14,37,43,26,REABASTECER,15547
4899,2019-01-16,São Judas,-23.6255,-46.6411,16713,13,13,32,10,43,17,37,41,REABASTECER,13336
4900,2019-03-24,Campo Belo,-23.6188,-46.6823,25786,7,7,50,29,26,21,10,5,NORMAL,15564
4901,2019-01-30,São Judas,-23.6255,-46.6411,13850,44,44,11,5,34,7,20,29,REABASTECER,13350
4902,2019-03-30,Campo Belo,-23.6188,-46.6823,26341,39,39,13,14,4,43,30,25,REABASTECER,15570
4903,2019-10-14,Brooklin,-23.6263,-46.6878,29766,30,30,19,34,29,40,8,9,NORMAL,15044
4904,2019-10-15,Brooklin,-23.6263,-46.6878,28087,17,17,10,30,24,34,5,3,NORMAL,15045
4905,2019-10-21,Brooklin,-23.6263,-46.6878,29040,45,45,41,16,40,17,20,25,NORMAL,15051
4906,2019-10-27,Brooklin,-23.6263,-46.6878,27022,78,78,65,37,15,43,41,41,NORMAL,15057
4907,2019-02-21,São Judas,-23.6255,-46.6411,17424,17,17,8,15,30,30,23,34,NORMAL,13371
4908,2019-10-29,Brooklin,-23.6263,-46.6878,26988,64,64,48,30,8,39,34,37,NORMAL,15059
4909,2019-04-22,Campo Belo,-23.6188,-46.6823,25345,78,78,65,30,1,22,29,30,REABASTECER,15592
4910,2019-02-23,São Judas,-23.6255,-46.6411,14649,86,86,60,8,22,26,11,24,NORMAL,13373
4911,2019-04-28,Campo Belo,-23.6188,-46.6823,24880,10,10,27,12,24,43,7,3,NORMAL,15598
4912,2019-03-05,São Judas,-23.6255,-46.6411,15904,50,50,39,7,19,39,5,28,REABASTECER,13385
4913,2019-11-21,Brooklin,-23.6263,-46.6878,29037,20,20,21,24,5,22,43,41,NORMAL,15081
4914,2019-03-16,São Judas,-23.6255,-46.6411,14638,22,22,27,15,14,42,41,26,NORMAL,13396
4915,2019-12-07,Brooklin,-23.6263,-46.6878,27298,39,39,40,21,21,22,18,26,NORMAL,15097
4916,2019-12-10,Brooklin,-23.6263,-46.6878,28977,9,9,13,13,10,11,2,13,NORMAL,15100
4917,2019-06-10,Campo Belo,-23.6188,-46.6823,23544,39,39,53,11,40,43,13,19,NORMAL,15640
4918,2019-04-18,São Judas,-23.6255,-46.6411,15552,69,69,50,39,3,5,43,31,REABASTECER,13428
4919,2019-04-25,São Judas,-23.6255,-46.6411,14114,4,4,7,19,18,32,11,3,REABASTECER,13435
4920,2019-04-30,São Judas,-23.6255,-46.6411,17102,51,51,45,43,38,17,38,26,NORMAL,13440
4921,2019-07-09,Campo Belo,-23.6188,-46.6823,27009,31,31,44,43,43,43,23,34,NORMAL,15669
4922,2019-05-15,São Judas,-23.6255,-46.6411,15340,66,66,19,34,16,16,24,8,NORMAL,13455
4923,2018-01-25,Campo Belo,-23.6188,-46.6823,25596,14,14,44,12,35,29,32,36,NORMAL,15145
4924,2019-08-01,Campo Belo,-23.6188,-46.6823,26072,75,75,36,11,7,6,20,36,REABASTECER,15691
4925,2019-06-03,São Judas,-23.6255,-46.6411,14596,46,46,38,25,26,38,43,14,NORMAL,13473
4926,2019-06-09,São Judas,-23.6255,-46.6411,14696,64,64,65,3,43,20,20,35,NORMAL,13479
4929,2019-06-15,São Judas,-23.6255,-46.6411,16517,10,10,26,30,14,43,43,6,REABASTECER,13485
4930,2018-03-05,Campo Belo,-23.6188,-46.6823,23515,51,51,39,20,12,23,30,17,NORMAL,15185
4931,2019-07-04,São Judas,-23.6255,-46.6411,13726,86,86,22,6,20,23,14,8,REABASTECER,13504
4932,2019-09-10,Campo Belo,-23.6188,-46.6823,24730,41,41,23,33,25,40,37,11,NORMAL,15730
4933,2019-09-12,Campo Belo,-23.6188,-46.6823,24032,24,24,13,29,13,34,32,4,REABASTECER,15732
4934,2018-03-23,Campo Belo,-23.6188,-46.6823,24996,50,50,39,17,26,21,43,25,NORMAL,15203
4935,2018-03-24,Campo Belo,-23.6188,-46.6823,25441,39,39,35,13,23,19,40,20,NORMAL,15204
4936,2019-07-14,São Judas,-23.6255,-46.6411,14004,76,76,18,24,22,43,15,16,NORMAL,13514
4938,2019-10-02,Campo Belo,-23.6188,-46.6823,23331,7,7,10,7,20,24,37,13,NORMAL,15752
4939,2019-08-04,São Judas,-23.6255,-46.6411,13729,53,53,29,37,29,22,22,21,NORMAL,13534
4940,2019-08-06,São Judas,-23.6255,-46.6411,16288,29,29,16,30,21,12,15,13,NORMAL,13536
4941,2019-08-07,São Judas,-23.6255,-46.6411,15127,22,22,6,29,15,11,11,11,REABASTECER,13537
4942,2018-04-19,Campo Belo,-23.6188,-46.6823,24887,63,63,40,18,15,42,29,16,REABASTECER,15229
4944,2018-04-27,Campo Belo,-23.6188,-46.6823,26533,62,62,48,30,25,23,38,25,NORMAL,15237
4945,2019-08-17,São Judas,-23.6255,-46.6411,14516,15,15,60,41,15,12,10,19,NORMAL,13547
4946,2018-05-04,Campo Belo,-23.6188,-46.6823,24641,77,77,65,7,40,35,11,35,NORMAL,15244
4947,2018-05-16,Campo Belo,-23.6188,-46.6823,23411,50,50,41,17,35,39,7,27,NORMAL,15256
4948,2019-11-19,Campo Belo,-23.6188,-46.6823,24169,3,3,17,32,8,15,21,39,NORMAL,15799
4949,2019-11-20,Campo Belo,-23.6188,-46.6823,24185,86,86,12,26,3,15,19,37,REABASTECER,15800
4950,2018-06-06,Campo Belo,-23.6188,-46.6823,25210,37,37,33,14,40,19,10,33,NORMAL,15276
4951,2019-12-05,Campo Belo,-23.6188,-46.6823,25256,23,23,23,21,27,17,5,13,NORMAL,15815
4952,2019-09-29,São Judas,-23.6255,-46.6411,17147,21,21,22,8,17,10,12,16,NORMAL,13589
4954,2018-06-19,Campo Belo,-23.6188,-46.6823,26579,73,73,11,4,21,22,12,26,REABASTECER,15289
4955,2019-12-20,Campo Belo,-23.6188,-46.6823,25010,46,46,53,8,9,14,27,4,REABASTECER,15830
4956,2019-12-23,Campo Belo,-23.6188,-46.6823,24133,14,14,34,43,37,43,13,32,REABASTECER,15833
4957,2019-10-24,São Judas,-23.6255,-46.6411,15486,44,44,38,14,40,32,37,38,NORMAL,13614
4959,2018-07-23,Campo Belo,-23.6188,-46.6823,24500,86,86,46,7,28,6,17,22,NORMAL,15323
4960,2019-11-30,São Judas,-23.6255,-46.6411,14621,25,25,65,5,35,10,26,23,REABASTECER,13650
4961,2018-08-14,Campo Belo,-23.6188,-46.6823,26309,51,51,29,26,27,16,28,23,NORMAL,15344
4962,2019-12-05,São Judas,-23.6255,-46.6411,15017,70,70,30,36,12,41,4,43,REABASTECER,13655
4964,2018-02-21,Eucaliptos,-23.61,-46.6686,25390,37,37,65,42,11,17,8,12,NORMAL,15891
4965,2018-02-25,Eucaliptos,-23.61,-46.6686,23098,86,86,40,31,40,5,32,38,REABASTECER,15895
4967,2018-09-04,Campo Belo,-23.6188,-46.6823,24058,20,20,22,15,39,26,39,31,NORMAL,15364
4968,,Eucaliptos,-23.61,-46.6686,24144,29,29,2,16,21,27,12,16,REABASTECER,15900
4970,2018-03-03,Eucaliptos,-23.61,-46.6686,25110,86,86,51,1,9,20,43,5,NORMAL,15903
4971,2018-03-10,Eucaliptos,-23.61,-46.6686,23324,20,20,65,35,18,38,13,24,NORMAL,15910
4972,2018-03-13,Eucaliptos,-23.61,-46.6686,24812,86,86,41,25,8,35,6,11,REABASTECER,15913
4974,2018-10-11,Campo Belo,-23.6188,-46.6823,25324,7,7,35,8,26,43,27,5,NORMAL,15401
4975,2018-04-08,Eucaliptos,-23.61,-46.6686,24151,9,9,5,40,41,15,33,36,NORMAL,15938
4976,2018-10-29,Campo Belo,-23.6188,-46.6823,25845,9,9,23,42,38,12,40,19,NORMAL,15419
4977,2018-02-17,Vila Mariana,-23.5895,-46.6346,24976,73,73,5,31,5,39,36,27,REABASTECER,13727
4978,2018-03-01,Vila Mariana,-23.5895,-46.6346,24772,25,25,42,43,23,30,28,14,NORMAL,13741
4979,2018-06-01,Eucaliptos,-23.61,-46.6686,22241,7,7,39,40,30,17,41,30,REABASTECER,15991
4981,2018-06-04,Eucaliptos,-23.61,-46.6686,21672,62,62,17,35,20,43,29,20,NORMAL,15994
4982,2018-06-05,Eucaliptos,-23.61,-46.6686,24646,52,52,11,31,16,41,24,15,NORMAL,15995
4983,2018-12-15,Campo Belo,-23.6188,-46.6823,26685,7,7,28,27,39,24,14,5,REABASTECER,15465
4985,2018-03-22,Vila Mariana,-23.5895,-46.6346,23248,86,86,24,12,31,41,32,18,NORMAL,13762
4987,2018-03-30,Vila Mariana,-23.5895,-46.6346,21730,4,4,37,28,43,9,4,28,REABASTECER,13770
4988,2018-06-24,Eucaliptos,-23.61,-46.6686,23275,34,34,11,5,21,20,32,18,REABASTECER,16014
4989,2018-06-28,Eucaliptos,-23.61,-46.6686,23297,76,76,52,34,4,14,16,43,NORMAL,16018
4991,2019-01-26,Campo Belo,-23.6188,-46.6823,24676,56,56,59,34,7,12,28,23,REABASTECER,15506
4992,2018-08-01,Eucaliptos,-23.61,-46.6686,22648,66,66,10,15,37,35,18,19,NORMAL,16051
4993,2018-05-10,Vila Mariana,-23.5895,-46.6346,24775,56,56,14,30,22,24,24,34,NORMAL,13810
4995,2018-05-25,Vila Mariana,-23.5895,-46.6346,21456,86,86,55,34,9,10,4,11,REABASTECER,13825
4996,2018-05-27,Vila Mariana,-23.5895,-46.6346,22493,67,67,38,33,43,5,38,43,REABASTECER,13827
4997,2018-08-27,Eucaliptos,-23.61,-46.6686,23935,76,76,18,27,17,31,41,39,REABASTECER,16077
4999,2019-03-03,Campo Belo,-23.6188,-46.6823,24965,48,48,60,43,29,9,14,43,NORMAL,15543
5000,2018-09-07,Eucaliptos,-23.61,-46.6686,23637,63,63,19,2,23,34,3,38,REABASTECER,16087
5001,2019-03-14,Campo Belo,-23.6188,-46.6823,23317,15,15,52,16,21,11,9,38,NORMAL,15554
5002,2018-09-10,Eucaliptos,-23.61,-46.6686,24492,35,35,65,39,8,25,32,28,NORMAL,16090
5004,2018-09-12,Eucaliptos,-23.61,-46.6686,21772,14,14,50,34,43,20,22,17,NORMAL,16092
5005,2018-09-17,Eucaliptos,-23.61,-46.6686,25266,49,49,9,16,20,5,7,41,REABASTECER,16097
5006,2019-03-25,Campo Belo,-23.6188,-46.6823,23436,86,86,46,29,20,16,5,43,REABASTECER,15565
5008,2018-09-25,Eucaliptos,-23.61,-46.6686,22879,53,53,13,41,30,30,14,13,NORMAL,16105
5009,2018-07-02,Vila Mariana,-23.5895,-46.6346,21626,86,86,65,3,24,18,26,24,NORMAL,13862
5012,2018-07-20,Vila Mariana,-23.5895,-46.6346,22257,86,86,65,20,36,43,43,35,NORMAL,13880
5013,2019-04-27,Campo Belo,-23.6188,-46.6823,24863,18,18,36,15,28,5,11,9,REABASTECER,15597
5014,2019-05-01,Campo Belo,-23.6188,-46.6823,24329,69,69,8,6,15,33,38,37,REABASTECER,15601
5015,2018-08-03,Vila Mariana,-23.5895,-46.6346,21404,49,49,51,20,19,39,26,34,NORMAL,13893
5018,2018-11-11,Eucaliptos,-23.61,-46.6686,24815,36,36,31,34,21,13,21,28,NORMAL,16151
5019,2019-05-17,Campo Belo,-23.6188,-46.6823,24356,9,9,21,43,37,27,22,20,REABASTECER,15617
5020,2018-08-15,Vila Mariana,-23.5895,-46.6346,23016,9,9,26,28,19,6,19,29,NORMAL,13905
